from_stop_I,to_stop_I,label,d,n_vehicles
316,107,"[0, 0, 0, 1, 0]",1386.0,21.0
316,1211,"[0, 0, 0, 1, 0]",4211.0,12.0
316,1403,"[0, 0, 0, 1, 0]",2608.0,7.0
317,252,"[0, 0, 0, 1, 0]",511.0,32.0
317,1009,"[0, 0, 0, 1, 0]",640.0,27.0
325,62,"[0, 0, 0, 1, 0]",275.0,45.0
325,332,"[0, 0, 0, 1, 0]",505.0,47.0
326,265,"[0, 0, 0, 1, 0]",188.0,93.0
327,1008,"[0, 0, 0, 1, 0]",351.0,140.0
327,1009,"[0, 0, 0, 1, 0]",924.0,3.0
327,1358,"[0, 0, 0, 1, 0]",647.0,140.0
329,580,"[0, 0, 0, 1, 0]",308.0,64.0
329,587,"[0, 0, 0, 1, 0]",374.0,66.0
330,269,"[0, 0, 0, 1, 0]",267.0,91.0
330,331,"[0, 0, 0, 1, 0]",213.0,95.0
331,330,"[0, 0, 0, 1, 0]",213.0,91.0
331,336,"[0, 0, 0, 1, 0]",273.0,95.0
332,325,"[0, 0, 0, 1, 0]",505.0,45.0
332,589,"[0, 0, 0, 1, 0]",440.0,47.0
334,251,"[0, 0, 0, 1, 0]",193.0,67.0
334,341,"[0, 0, 0, 1, 0]",303.0,55.0
336,331,"[0, 0, 0, 1, 0]",273.0,91.0
336,1468,"[0, 0, 0, 1, 0]",297.0,133.0
337,334,"[0, 0, 0, 1, 0]",188.0,55.0
338,340,"[0, 0, 0, 1, 0]",248.0,38.0
339,255,"[0, 0, 0, 1, 0]",330.0,148.0
339,259,"[0, 0, 0, 1, 0]",393.0,147.0
339,586,"[0, 0, 0, 1, 0]",642.0,1.0
340,284,"[0, 0, 0, 1, 0]",145.0,38.0
341,62,"[0, 0, 0, 1, 0]",475.0,64.0
341,68,"[0, 0, 0, 1, 0]",1345.0,58.0
341,251,"[0, 0, 0, 1, 0]",494.0,56.0
