from_stop_I,to_stop_I,label,d,n_vehicles
374,2389,"[0, 0, 0, 1, 0]",404.0,94.0
375,2766,"[0, 0, 0, 1, 0]",368.0,28.0
376,1343,"[0, 0, 0, 1, 0]",546.0,138.0
377,1000,"[0, 0, 0, 1, 0]",375.0,47.0
377,3191,"[0, 0, 0, 1, 0]",658.0,10.0
378,1629,"[0, 0, 0, 1, 0]",381.0,21.0
379,2137,"[0, 0, 0, 1, 0]",144.0,54.0
380,253,"[0, 0, 0, 1, 0]",218.0,27.0
381,1045,"[0, 0, 0, 1, 0]",216.0,75.0
382,470,"[0, 0, 0, 1, 0]",170.0,53.0
383,804,"[0, 0, 0, 1, 0]",223.0,44.0
384,204,"[0, 0, 0, 1, 0]",442.0,50.0
385,1471,"[0, 0, 0, 1, 0]",303.0,156.0
386,1276,"[0, 0, 0, 1, 0]",297.0,39.0
387,77,"[0, 0, 0, 1, 0]",228.0,44.0
387,1989,"[0, 0, 0, 1, 0]",258.0,21.0
388,360,"[0, 0, 0, 1, 0]",245.0,103.0
389,479,"[0, 0, 0, 1, 0]",311.0,101.0
390,1443,"[0, 0, 0, 1, 0]",279.0,94.0
391,723,"[0, 0, 0, 1, 0]",402.0,27.0
392,1091,"[0, 0, 0, 1, 0]",307.0,145.0
393,1419,"[0, 0, 0, 1, 0]",233.0,94.0
394,1751,"[0, 0, 0, 1, 0]",380.0,19.0
395,739,"[0, 0, 0, 1, 0]",291.0,76.0
396,1358,"[0, 0, 0, 1, 0]",686.0,58.0
397,1641,"[0, 0, 0, 1, 0]",338.0,47.0
398,547,"[0, 0, 0, 1, 0]",242.0,93.0
398,2771,"[0, 0, 0, 1, 0]",254.0,13.0
399,300,"[0, 0, 0, 1, 0]",290.0,41.0
400,1662,"[0, 0, 0, 1, 0]",431.0,53.0
401,83,"[0, 0, 0, 1, 0]",240.0,7.0
401,1394,"[0, 0, 0, 1, 0]",47.0,26.0
402,713,"[0, 0, 0, 1, 0]",393.0,94.0
403,2949,"[0, 0, 0, 1, 0]",328.0,28.0
404,1985,"[0, 0, 0, 1, 0]",356.0,93.0
405,1020,"[0, 0, 0, 1, 0]",449.0,36.0
406,33,"[0, 0, 0, 1, 0]",203.0,66.0
407,1424,"[0, 0, 0, 1, 0]",448.0,58.0
