from_stop_I,to_stop_I,label,d,n_vehicles
215,400,"[0, 0, 0, 1, 0]",255.0,50.0
216,186,"[0, 0, 0, 1, 0]",309.0,44.0
216,188,"[0, 0, 0, 1, 0]",410.0,5.0
217,219,"[0, 0, 0, 1, 0]",431.0,50.0
218,401,"[0, 0, 0, 1, 0]",532.0,49.0
219,221,"[0, 0, 0, 1, 0]",263.0,50.0
220,218,"[0, 0, 0, 1, 0]",348.0,49.0
221,223,"[0, 0, 0, 1, 0]",447.0,50.0
222,220,"[0, 0, 0, 1, 0]",316.0,49.0
223,225,"[0, 0, 0, 1, 0]",459.0,50.0
224,222,"[0, 0, 0, 1, 0]",379.0,49.0
225,227,"[0, 0, 0, 1, 0]",777.0,50.0
226,224,"[0, 0, 0, 1, 0]",563.0,49.0
227,230,"[0, 0, 0, 1, 0]",329.0,96.0
228,226,"[0, 0, 0, 1, 0]",740.0,49.0
229,228,"[0, 0, 0, 1, 0]",333.0,95.0
230,231,"[0, 0, 0, 1, 0]",317.0,96.0
231,233,"[0, 0, 0, 1, 0]",227.0,96.0
232,229,"[0, 0, 0, 1, 0]",398.0,95.0
233,257,"[0, 0, 0, 1, 0]",622.0,46.0
234,232,"[0, 0, 0, 1, 0]",186.0,95.0
235,237,"[0, 0, 0, 1, 0]",412.0,35.0
235,239,"[0, 0, 0, 1, 0]",426.0,64.0
236,354,"[0, 0, 0, 1, 0]",502.0,99.0
236,1130,"[0, 0, 0, 1, 0]",3392.0,1.0
237,395,"[0, 0, 0, 1, 0]",258.0,42.0
238,236,"[0, 0, 0, 1, 0]",439.0,100.0
238,395,"[0, 0, 0, 1, 0]",353.0,3.0
239,81,"[0, 0, 0, 1, 0]",481.0,69.0
240,242,"[0, 0, 0, 1, 0]",293.0,64.0
240,414,"[0, 0, 0, 1, 0]",206.0,39.0
241,95,"[0, 0, 0, 1, 0]",143.0,30.0
241,97,"[0, 0, 0, 1, 0]",410.0,9.0
242,160,"[0, 0, 0, 1, 0]",281.0,64.0
242,376,"[0, 0, 0, 1, 0]",79.0,54.0
243,414,"[0, 0, 0, 1, 0]",189.0,55.0
244,246,"[0, 0, 0, 1, 0]",292.0,49.0
244,271,"[0, 0, 0, 1, 0]",386.0,8.0
245,60,"[0, 0, 0, 1, 0]",380.0,3.0
245,62,"[0, 0, 0, 1, 0]",411.0,46.0
245,1337,"[0, 0, 0, 1, 0]",159.0,8.0
246,248,"[0, 0, 0, 1, 0]",197.0,46.0
246,258,"[0, 0, 0, 1, 0]",449.0,3.0
247,245,"[0, 0, 0, 1, 0]",340.0,49.0
248,251,"[0, 0, 0, 1, 0]",403.0,46.0
249,247,"[0, 0, 0, 1, 0]",210.0,46.0
250,249,"[0, 0, 0, 1, 0]",395.0,46.0
251,252,"[0, 0, 0, 1, 0]",355.0,46.0
252,254,"[0, 0, 0, 1, 0]",349.0,46.0
253,250,"[0, 0, 0, 1, 0]",321.0,46.0
254,256,"[0, 0, 0, 1, 0]",657.0,46.0
255,253,"[0, 0, 0, 1, 0]",293.0,46.0
256,234,"[0, 0, 0, 1, 0]",544.0,46.0
257,255,"[0, 0, 0, 1, 0]",639.0,46.0
258,260,"[0, 0, 0, 1, 0]",692.0,3.0
259,247,"[0, 0, 0, 1, 0]",462.0,3.0
260,1131,"[0, 0, 0, 1, 0]",510.0,3.0
261,259,"[0, 0, 0, 1, 0]",580.0,3.0
262,310,"[0, 0, 0, 1, 0]",198.0,17.0
262,314,"[0, 0, 0, 1, 0]",556.0,34.0
263,265,"[0, 0, 0, 1, 0]",193.0,52.0
264,262,"[0, 0, 0, 1, 0]",178.0,51.0
265,289,"[0, 0, 0, 1, 0]",103.0,52.0
266,270,"[0, 0, 0, 1, 0]",279.0,8.0
267,269,"[0, 0, 0, 1, 0]",277.0,8.0
268,266,"[0, 0, 0, 1, 0]",204.0,8.0
270,245,"[0, 0, 0, 1, 0]",431.0,8.0
271,267,"[0, 0, 0, 1, 0]",311.0,8.0
272,274,"[0, 0, 0, 1, 0]",731.0,92.0
273,203,"[0, 0, 0, 1, 0]",376.0,90.0
274,276,"[0, 0, 0, 1, 0]",250.0,92.0
275,273,"[0, 0, 0, 1, 0]",637.0,90.0
276,278,"[0, 0, 0, 1, 0]",245.0,49.0
276,434,"[0, 0, 0, 1, 0]",221.0,43.0
277,275,"[0, 0, 0, 1, 0]",329.0,90.0
278,280,"[0, 0, 0, 1, 0]",400.0,49.0
279,277,"[0, 0, 0, 1, 0]",285.0,90.0
280,283,"[0, 0, 0, 1, 0]",465.0,49.0
281,279,"[0, 0, 0, 1, 0]",395.0,46.0
282,281,"[0, 0, 0, 1, 0]",474.0,46.0
283,315,"[0, 0, 0, 1, 0]",315.0,49.0
284,308,"[0, 0, 0, 1, 0]",652.0,60.0
285,313,"[0, 0, 0, 1, 0]",473.0,62.0
286,290,"[0, 0, 0, 1, 0]",331.0,43.0
287,297,"[0, 0, 0, 1, 0]",110.0,62.0
288,264,"[0, 0, 0, 1, 0]",112.0,51.0
289,210,"[0, 0, 0, 1, 0]",424.0,52.0
290,292,"[0, 0, 0, 1, 0]",441.0,45.0
291,287,"[0, 0, 0, 1, 0]",229.0,62.0
292,294,"[0, 0, 0, 1, 0]",262.0,45.0
293,291,"[0, 0, 0, 1, 0]",420.0,49.0
294,359,"[0, 0, 0, 1, 0]",363.0,45.0
295,293,"[0, 0, 0, 1, 0]",302.0,49.0
296,286,"[0, 0, 0, 1, 0]",120.0,43.0
297,299,"[0, 0, 0, 1, 0]",429.0,62.0
298,296,"[0, 0, 0, 1, 0]",318.0,43.0
299,301,"[0, 0, 0, 1, 0]",208.0,62.0
300,298,"[0, 0, 0, 1, 0]",306.0,43.0
300,1350,"[0, 0, 0, 1, 0]",280.0,17.0
301,303,"[0, 0, 0, 1, 0]",471.0,62.0
302,300,"[0, 0, 0, 1, 0]",427.0,60.0
303,305,"[0, 0, 0, 1, 0]",442.0,62.0
304,302,"[0, 0, 0, 1, 0]",463.0,60.0
305,307,"[0, 0, 0, 1, 0]",484.0,62.0
306,304,"[0, 0, 0, 1, 0]",471.0,60.0
307,309,"[0, 0, 0, 1, 0]",225.0,62.0
308,306,"[0, 0, 0, 1, 0]",240.0,60.0
309,285,"[0, 0, 0, 1, 0]",693.0,62.0
310,312,"[0, 0, 0, 1, 0]",467.0,60.0
311,279,"[0, 0, 0, 1, 0]",361.0,44.0
312,284,"[0, 0, 0, 1, 0]",430.0,60.0
313,263,"[0, 0, 0, 1, 0]",513.0,18.0
313,311,"[0, 0, 0, 1, 0]",463.0,44.0
314,263,"[0, 0, 0, 1, 0]",543.0,34.0
315,854,"[0, 0, 0, 1, 0]",1145.0,3.0
315,1267,"[0, 0, 0, 1, 0]",375.0,46.0
316,282,"[0, 0, 0, 1, 0]",320.0,46.0
317,319,"[0, 0, 0, 1, 0]",233.0,46.0
318,1268,"[0, 0, 0, 1, 0]",506.0,46.0
319,321,"[0, 0, 0, 1, 0]",244.0,46.0
320,318,"[0, 0, 0, 1, 0]",237.0,46.0
321,341,"[0, 0, 0, 1, 0]",981.0,46.0
322,320,"[0, 0, 0, 1, 0]",247.0,46.0
323,325,"[0, 0, 0, 1, 0]",436.0,82.0
324,342,"[0, 0, 0, 1, 0]",341.0,84.0
325,327,"[0, 0, 0, 1, 0]",368.0,82.0
326,324,"[0, 0, 0, 1, 0]",431.0,84.0
327,329,"[0, 0, 0, 1, 0]",196.0,67.0
327,432,"[0, 0, 0, 1, 0]",336.0,15.0
328,326,"[0, 0, 0, 1, 0]",444.0,84.0
329,331,"[0, 0, 0, 1, 0]",423.0,67.0
330,328,"[0, 0, 0, 1, 0]",132.0,67.0
331,333,"[0, 0, 0, 1, 0]",279.0,67.0
332,330,"[0, 0, 0, 1, 0]",408.0,67.0
333,335,"[0, 0, 0, 1, 0]",406.0,67.0
334,332,"[0, 0, 0, 1, 0]",291.0,67.0
335,337,"[0, 0, 0, 1, 0]",289.0,67.0
336,334,"[0, 0, 0, 1, 0]",358.0,67.0
337,339,"[0, 0, 0, 1, 0]",290.0,67.0
338,336,"[0, 0, 0, 1, 0]",303.0,67.0
339,346,"[0, 0, 0, 1, 0]",229.0,67.0
